title,sentiment
2023_02_02_Ausland_religion.ORF.at.txt,-1.0
2023_02_02_Medien_oesterreich.ORF.at.txt,1.0
2023_02_02_Panorama_Wieder_Zehntausende_Hunde_in_Spanien_getötet.txt,-0.6
2023_02_02_Religion_religion.ORF.at.txt,0.25
