title,sentiment
2023_02_01_Wirtschaft_Butterpreise_in_Deutschland_deutlich_gesunken.txt,1.0
2023_02_01_Wirtschaft_oesterreich.ORF.at.txt,-1.0
2023_02_01_Wirtschaft_religion.ORF.at.txt,0.0
2023_02_01_Ukraine_Krieg_Kreml_unterstützt_Abschussprämien_für_Leopard_Panzer.txt,0.0
2023_02_01_Wirtschaft_Butterpreise_in_Deutschland_deutlich_gesunken.txt,1.0
