title,sentiment
2023_02_02_Ukraine_Krieg_Österreich_weist_vier_russische_Diplomaten_aus.txt,-1.0
2023_02_02_Ukraine_Krieg_Lesen_Sie_mehr_….txt,-0.25
2023_02_02_Ukraine_Krieg_Kiew_erwartet_russische_Angriffswelle_vor_Jahrestag.txt,0.0

